identifier1	identifier2	annotator	judgment	comment	lemma
nf_1858_747890.txt-1132-37	nf_1848_747893.txt-1123-21	annotator0	4		graft_nn
nf_1850_747863.txt-383-42	nf_1845_747928.txt-802-26	annotator0	4		graft_nn
nf_1850_747863.txt-324-20	fic_1973_10572.txt-227-3	annotator0	2		graft_nn
mag_1962_431656.txt-385-8	mag_2006_397914.txt-84-26	annotator0	1		graft_nn
nf_1981_773657.txt-1058-39	nf_1845_747928.txt-279-10	annotator0	2		graft_nn
fic_1974_12735.txt-445-5	nf_1850_747863.txt-878-32	annotator0	1		graft_nn
nf_1858_747890.txt-619-5	nf_1981_773657.txt-1058-39	annotator0	2		graft_nn
nf_1850_747863.txt-3431-21	news_1961_721659.txt-18-33	annotator0	1		graft_nn
mag_1962_431656.txt-387-2	nf_1850_747863.txt-324-20	annotator0	2		graft_nn
mag_1999_407759.txt-31-27	nf_1845_747928.txt-257-23	annotator0	2		graft_nn
nf_1850_747863.txt-3431-21	nf_1858_747890.txt-1529-21	annotator0	4		graft_nn
nf_1850_747863.txt-878-32	nf_1850_747863.txt-383-42	annotator0	4		graft_nn
nf_1858_747890.txt-1132-37	mag_1980_491544.txt-125-11	annotator0	2		graft_nn
nf_1850_747863.txt-383-42	nf_1858_747890.txt-1529-21	annotator0	4		graft_nn
nf_1845_747928.txt-254-8	mag_1990_420393.txt-521-21	annotator0	4		graft_nn
fic_1998_43725.txt-189-10	nf_1858_747890.txt-619-5	annotator0	3		graft_nn
nf_1850_747863.txt-324-20	fic_1974_12735.txt-551-5	annotator0	1		graft_nn
nf_1850_747863.txt-383-42	fic_1977_16209.txt-390-6	annotator0	3		graft_nn
mag_1962_431656.txt-385-8	news_1961_721654.txt-103-7	annotator0	1		graft_nn
nf_1850_747863.txt-3431-21	fic_1973_10572.txt-227-3	annotator0	3		graft_nn
mag_1999_407759.txt-31-27	fic_1974_12735.txt-551-5	annotator0	0		graft_nn
nf_1850_747863.txt-347-43	mag_1999_407759.txt-31-27	annotator0	3		graft_nn
fic_1968_10508.txt-3352-6	mag_2001_370999.txt-8-18	annotator0	1		graft_nn
nf_1850_747863.txt-347-43	nf_1845_747928.txt-279-10	annotator2	1		graft_nn
fic_1974_12735.txt-445-5	mag_2006_397914.txt-84-26	annotator1	0		graft_nn
fic_1998_43725.txt-189-10	nf_1850_747863.txt-643-6	annotator1	2		graft_nn
nf_1858_747890.txt-639-3	nf_1999_775055.txt-95-13	annotator1	2		graft_nn
fic_1859_270.txt-1192-6	fic_1968_10508.txt-3352-6	annotator1	2		graft_nn
mag_1992_423388.txt-8-13	nf_1845_747928.txt-203-97	annotator1	2		graft_nn
nf_2007_747179.txt-56-5	news_1961_721659.txt-18-33	annotator1	4		graft_nn
nf_1850_747863.txt-878-32	nf_2007_747179.txt-56-5	annotator1	1		graft_nn
fic_1974_12735.txt-551-5	nf_1845_747928.txt-273-14	annotator1	1		graft_nn
nf_1858_747890.txt-619-5	nf_1858_747890.txt-1529-21	annotator1	4		graft_nn
mag_1999_407759.txt-31-27	fic_1859_270.txt-1192-6	annotator1	2		graft_nn
nf_1850_747863.txt-3431-21	mag_1965_478370.txt-43-18	annotator1	1		graft_nn
fic_1977_16209.txt-390-6	nf_1858_747890.txt-1132-37	annotator1	4		graft_nn
nf_1845_747928.txt-257-23	news_1961_721659.txt-18-33	annotator1	1		graft_nn
nf_1845_747928.txt-279-10	nf_1850_747863.txt-324-20	annotator1	4		graft_nn
nf_1845_747928.txt-273-14	news_1961_721654.txt-103-7	annotator1	1		graft_nn
news_1961_721659.txt-18-33	fic_1974_12735.txt-551-5	annotator1	4		graft_nn
news_1961_721654.txt-103-7	fic_1974_12735.txt-445-5	annotator1	4		graft_nn
nf_1845_747928.txt-254-8	nf_1850_747863.txt-643-6	annotator1	4		graft_nn
fic_1974_12735.txt-445-5	fic_1859_270.txt-1192-6	annotator1	1		graft_nn
mag_1990_420393.txt-521-21	nf_2007_747179.txt-56-5	annotator1	1		graft_nn
nf_1850_747863.txt-383-42	mag_2001_410382.txt-85-6	annotator1	1		graft_nn
nf_1850_747863.txt-878-32	fic_1964_781989.txt-1164-40	annotator1	1		graft_nn
nf_1858_747890.txt-611-6	mag_1990_420393.txt-521-21	annotator1	3		graft_nn
mag_1992_423388.txt-8-13	fic_1977_16209.txt-390-6	annotator1	3		graft_nn
nf_1848_747893.txt-1123-21	nf_2007_747179.txt-56-5	annotator1	1		graft_nn
fic_1845_7170.txt-10703-3	fic_1977_16209.txt-390-6	annotator1	4		graft_nn
news_1961_721654.txt-103-7	news_1961_721659.txt-18-33	annotator1	4		graft_nn
news_1961_721654.txt-103-7	nf_1858_747890.txt-619-5	annotator1	1		graft_nn
nf_1850_747863.txt-324-20	nf_1841_747926.txt-2607-26	annotator1	4		graft_nn
mag_1965_478370.txt-43-18	mag_1980_491544.txt-65-20	annotator1	1		graft_nn
news_1961_721980.txt-15-36	news_1961_721654.txt-103-7	annotator1	4		graft_nn
nf_1999_775055.txt-95-13	mag_1962_431656.txt-387-2	annotator1	3		graft_nn
mag_1987_432318.txt-194-29	nf_1850_747863.txt-878-32	annotator1	3		graft_nn
nf_1850_747863.txt-383-42	fic_1964_781989.txt-1164-40	annotator1	1		graft_nn
mag_1980_491544.txt-65-20	mag_1962_431656.txt-385-8	annotator1	4		graft_nn
nf_1999_775055.txt-95-13	news_1961_721980.txt-15-36	annotator1	1		graft_nn
nf_1850_747863.txt-324-20	nf_1850_747863.txt-383-42	annotator1	4		graft_nn
nf_1850_747863.txt-3431-21	nf_2007_747179.txt-56-5	annotator1	1		graft_nn
fic_1998_43725.txt-189-10	mag_1990_420393.txt-521-21	annotator1	4		graft_nn
mag_2006_397914.txt-84-26	nf_1850_747863.txt-354-23	annotator1	1		graft_nn
fic_1968_10508.txt-3352-6	nf_1999_775055.txt-95-13	annotator1	4		graft_nn
nf_1850_747863.txt-347-43	mag_1999_407759.txt-31-27	annotator1	3		graft_nn
nf_1858_747890.txt-611-6	mag_1965_478370.txt-43-18	annotator1	1		graft_nn
fic_1998_43725.txt-189-10	mag_1999_407759.txt-31-27	annotator1	4		graft_nn
mag_2001_370999.txt-8-18	nf_1850_747863.txt-325-14	annotator1	1		graft_nn
nf_1850_747863.txt-3431-21	nf_1845_747928.txt-279-10	annotator1	4		graft_nn
fic_1974_12735.txt-551-5	mag_1962_431656.txt-387-2	annotator1	1		graft_nn
nf_1845_747928.txt-802-26	nf_1850_747863.txt-878-32	annotator1	4		graft_nn
mag_1962_431656.txt-385-8	nf_1845_747928.txt-279-10	annotator1	3		graft_nn
mag_2006_397914.txt-84-26	nf_1858_747890.txt-1529-21	annotator1	1		graft_nn
mag_1992_423388.txt-8-13	nf_1845_747928.txt-279-10	annotator1	3		graft_nn
nf_1999_775055.txt-95-13	nf_1845_747928.txt-802-26	annotator1	3		graft_nn
nf_1845_747928.txt-203-97	news_1961_721980.txt-15-36	annotator1	1		graft_nn
mag_1962_431656.txt-387-2	nf_1845_747928.txt-279-10	annotator1	4		graft_nn
nf_1858_747890.txt-611-6	nf_1850_747863.txt-325-14	annotator1	4		graft_nn
mag_1962_431656.txt-385-8	nf_1850_747863.txt-878-32	annotator1	3		graft_nn
fic_1968_10508.txt-3352-6	mag_1980_491544.txt-65-20	annotator1	4		graft_nn
mag_1965_478370.txt-43-18	nf_1850_747863.txt-643-6	annotator1	1		graft_nn
fic_1964_781989.txt-1164-40	nf_1850_747863.txt-3431-21	annotator1	1		graft_nn
fic_1968_10508.txt-3352-6	mag_1990_420393.txt-521-21	annotator1	4		graft_nn
nf_1850_747863.txt-325-14	nf_1850_747863.txt-878-32	annotator1	4		graft_nn
mag_2001_410382.txt-85-6	mag_1980_491544.txt-65-20	annotator1	1		graft_nn
nf_1845_747928.txt-257-23	nf_1858_747890.txt-1132-37	annotator1	4		graft_nn
fic_1964_781989.txt-1164-40	nf_1858_747890.txt-639-3	annotator1	1		graft_nn
nf_1845_747928.txt-254-8	fic_1973_10572.txt-227-3	annotator1	3		graft_nn
nf_1845_747928.txt-257-23	fic_1977_16209.txt-390-6	annotator1	4		graft_nn
nf_1858_747890.txt-611-6	fic_1859_270.txt-1192-6	annotator1	2		graft_nn
mag_1987_432318.txt-194-29	nf_1845_747928.txt-279-10	annotator1	3		graft_nn
nf_1845_747928.txt-203-97	news_1961_721659.txt-18-33	annotator1	1		graft_nn
nf_1850_747863.txt-383-42	nf_1845_747928.txt-257-23	annotator1	4		graft_nn
fic_1968_10508.txt-3352-6	nf_1858_747890.txt-1132-37	annotator1	3		graft_nn
mag_2006_397914.txt-84-26	nf_1850_747863.txt-3431-21	annotator1	1		graft_nn
fic_1859_270.txt-1192-6	nf_1845_747928.txt-273-14	annotator1	2		graft_nn
nf_2007_747179.txt-56-5	nf_1850_747863.txt-383-42	annotator1	1		graft_nn
fic_1974_12735.txt-551-5	nf_1850_747863.txt-325-14	annotator1	1		graft_nn
nf_1850_747863.txt-359-14	mag_1980_491544.txt-65-20	annotator1	3		graft_nn
fic_1964_781989.txt-1164-40	mag_1980_491544.txt-125-11	annotator1	1		graft_nn
mag_1992_423388.txt-8-13	nf_1858_747890.txt-619-5	annotator1	3		graft_nn
nf_1848_747893.txt-1123-21	fic_1845_7170.txt-10703-3	annotator1	4		graft_nn
mag_1965_478370.txt-43-18	fic_1974_12735.txt-445-5	annotator0	4		graft_nn
nf_1850_747863.txt-643-6	mag_1987_432318.txt-194-29	annotator0	1		graft_nn
mag_1980_491544.txt-65-20	nf_1850_747863.txt-325-14	annotator0	3		graft_nn
nf_1850_747863.txt-324-20	mag_1992_423388.txt-8-13	annotator0	2		graft_nn
nf_1841_747926.txt-2607-26	mag_1965_478370.txt-43-18	annotator0	1		graft_nn
mag_2006_397914.txt-84-26	fic_1973_10572.txt-227-3	annotator0	1		graft_nn
nf_1850_747863.txt-347-43	nf_1850_747863.txt-359-14	annotator0	3		graft_nn
nf_1845_747928.txt-273-14	fic_1973_10572.txt-227-3	annotator0	3		graft_nn
nf_1845_747928.txt-279-10	nf_1850_747863.txt-324-20	annotator0	4		graft_nn
nf_1858_747890.txt-639-3	nf_1850_747863.txt-643-6	annotator0	3		graft_nn
nf_1850_747863.txt-354-23	fic_1964_781989.txt-1164-40	annotator0	1		graft_nn
mag_1987_432318.txt-194-29	news_1961_721654.txt-103-7	annotator0	1		graft_nn
nf_1858_747890.txt-619-5	nf_1845_747928.txt-273-14	annotator0	3		graft_nn
nf_1850_747863.txt-359-14	mag_2006_397914.txt-84-26	annotator0	1		graft_nn
mag_1992_423388.txt-8-13	nf_1850_747863.txt-359-14	annotator0	2		graft_nn
nf_1858_747890.txt-1529-21	mag_1987_432318.txt-194-29	annotator0	2		graft_nn
mag_1962_431656.txt-387-2	fic_1859_270.txt-1192-6	annotator0	2		graft_nn
fic_1859_270.txt-1192-6	nf_1858_747890.txt-1132-37	annotator0	2		graft_nn
nf_1845_747928.txt-257-23	mag_1980_491544.txt-125-11	annotator0	3		graft_nn
fic_1974_12735.txt-551-5	nf_1845_747928.txt-432-52	annotator0	1		graft_nn
mag_1980_491544.txt-65-20	fic_1977_16209.txt-390-6	annotator0	3		graft_nn
news_1961_721980.txt-15-36	fic_1974_12735.txt-551-5	annotator0	4		graft_nn
fic_1845_7170.txt-10703-3	nf_1999_775055.txt-95-13	annotator0	3		graft_nn
fic_1859_270.txt-1192-6	mag_1999_407759.txt-31-27	annotator0	3		graft_nn
fic_1974_12735.txt-551-5	nf_1858_747890.txt-1529-21	annotator0	1		graft_nn
fic_1968_10508.txt-3352-6	fic_1973_10572.txt-227-3	annotator0	2		graft_nn
nf_1850_747863.txt-359-14	fic_1974_12735.txt-445-5	annotator0	1		graft_nn
fic_1977_16209.txt-390-6	nf_1841_747926.txt-2607-26	annotator0	2		graft_nn
nf_1999_775055.txt-95-13	mag_1962_431656.txt-385-8	annotator0	4		graft_nn
fic_1977_16209.txt-390-6	mag_1962_431656.txt-385-8	annotator0	4		graft_nn
nf_1845_747928.txt-802-26	nf_1845_747928.txt-273-14	annotator0	4		graft_nn
mag_1987_432318.txt-194-29	mag_2001_370999.txt-8-18	annotator0	1		graft_nn
mag_1980_491544.txt-125-11	mag_1965_478370.txt-43-18	annotator0	1		graft_nn
fic_1974_12735.txt-551-5	fic_1964_781989.txt-1164-40	annotator0	4		graft_nn
mag_1962_431656.txt-385-8	fic_1964_781989.txt-1164-40	annotator0	1		graft_nn
nf_1848_747893.txt-1123-21	nf_1850_747863.txt-359-14	annotator0	4		graft_nn
mag_1990_420393.txt-521-21	mag_1980_491544.txt-65-20	annotator0	2		graft_nn
mag_1987_432318.txt-194-29	nf_1841_747926.txt-2607-26	annotator0	2		graft_nn
nf_1850_747863.txt-359-14	mag_1962_431656.txt-385-8	annotator0	2		graft_nn
nf_1858_747890.txt-1529-21	nf_1850_747863.txt-359-14	annotator0	4		graft_nn
mag_2006_397914.txt-84-26	mag_2001_410382.txt-85-6	annotator0	4		graft_nn
nf_1845_747928.txt-254-8	fic_1977_16209.txt-390-6	annotator0	2		graft_nn
mag_1965_478370.txt-43-18	nf_1845_747928.txt-203-97	annotator0	1		graft_nn
mag_2006_397914.txt-84-26	mag_1962_431656.txt-387-2	annotator0	1		graft_nn
nf_1858_747890.txt-619-5	mag_1990_420393.txt-521-21	annotator0	2		graft_nn
fic_1977_16209.txt-390-6	nf_1858_747890.txt-1132-37	annotator0	2		graft_nn
fic_1974_12735.txt-551-5	mag_2001_410382.txt-85-6	annotator0	4		graft_nn
nf_1850_747863.txt-643-6	mag_1980_491544.txt-65-20	annotator0	3		graft_nn
fic_1973_10572.txt-227-3	nf_1858_747890.txt-1529-21	annotator0	3		graft_nn
fic_1973_10572.txt-227-3	news_1961_721980.txt-15-36	annotator0	1		graft_nn
mag_2001_410382.txt-85-6	nf_1850_747863.txt-325-14	annotator0	1		graft_nn
mag_2006_397914.txt-84-26	news_1961_721980.txt-15-36	annotator0	3		graft_nn
nf_1845_747928.txt-273-14	nf_1848_747893.txt-1123-21	annotator0	4		graft_nn
mag_1990_420393.txt-521-21	news_1961_721980.txt-15-36	annotator0	1		graft_nn
nf_2007_747179.txt-56-5	nf_1850_747863.txt-347-43	annotator0	1		graft_nn
nf_1981_773657.txt-1058-39	nf_2007_747179.txt-56-5	annotator0	1		graft_nn
nf_1850_747863.txt-878-32	mag_2006_397914.txt-84-26	annotator0	1		graft_nn
nf_1850_747863.txt-325-14	nf_1981_773657.txt-1058-39	annotator0	2		graft_nn
nf_1848_747893.txt-1123-21	nf_1850_747863.txt-324-20	annotator0	4		graft_nn
nf_1850_747863.txt-347-43	mag_2001_410382.txt-85-6	annotator0	1		graft_nn
mag_1992_423388.txt-8-13	news_1961_721654.txt-103-7	annotator0	1		graft_nn
nf_1850_747863.txt-383-42	mag_1962_431656.txt-385-8	annotator0	2		graft_nn
fic_1845_7170.txt-10703-3	fic_1998_43725.txt-189-10	annotator0	3		graft_nn
fic_1968_10508.txt-3352-6	nf_1848_747893.txt-1123-21	annotator0	2		graft_nn
fic_1974_12735.txt-445-5	nf_1850_747863.txt-3431-21	annotator0	1		graft_nn
nf_1845_747928.txt-432-52	news_1961_721980.txt-15-36	annotator0	1		graft_nn
mag_1980_491544.txt-65-20	mag_1962_431656.txt-385-8	annotator0	3		graft_nn
fic_1998_43725.txt-189-10	mag_1999_407759.txt-31-27	annotator0	4		graft_nn
news_1961_721980.txt-15-36	mag_1992_423388.txt-8-13	annotator0	1		graft_nn
nf_1850_747863.txt-878-32	nf_1850_747863.txt-324-20	annotator0	4		graft_nn
mag_1987_432318.txt-194-29	nf_1850_747863.txt-383-42	annotator0	2		graft_nn
nf_1848_747893.txt-1123-21	fic_1998_43725.txt-189-10	annotator0	2		graft_nn
nf_1850_747863.txt-354-23	mag_1962_431656.txt-387-2	annotator0	4		graft_nn
nf_1845_747928.txt-802-26	fic_1968_10508.txt-3352-6	annotator0	2		graft_nn
mag_1999_407759.txt-31-27	mag_2006_397914.txt-84-26	annotator0	1		graft_nn
mag_1999_407759.txt-31-27	nf_1850_747863.txt-3431-21	annotator0	3		graft_nn
fic_1964_781989.txt-1164-40	nf_1850_747863.txt-325-14	annotator0	1		graft_nn
fic_1977_16209.txt-390-6	news_1961_721659.txt-18-33	annotator0	1		graft_nn
fic_1998_43725.txt-189-10	fic_1974_12735.txt-551-5	annotator0	1		graft_nn
nf_1845_747928.txt-273-14	mag_1987_432318.txt-194-29	annotator0	2		graft_nn
nf_1841_747926.txt-2607-26	nf_1845_747928.txt-203-97	annotator0	4		graft_nn
mag_1965_478370.txt-43-18	mag_1980_491544.txt-65-20	annotator0	1		graft_nn
nf_1850_747863.txt-643-6	nf_1845_747928.txt-273-14	annotator0	4		graft_nn
mag_1990_420393.txt-521-21	nf_1850_747863.txt-383-42	annotator0	2		graft_nn
nf_1845_747928.txt-279-10	nf_1850_747863.txt-347-43	annotator0	4		graft_nn
